Measure_Name,series_name,period_dt,mjr_wrk,value
C-diff per 10K Pt Days,NC-SJO,2012-03-31,0,5.90100
C-diff per 10K Pt Days,NC-SJO,2012-06-30,0,5.62500
C-diff per 10K Pt Days,NC-SJO,2012-09-30,0,4.51300
C-diff per 10K Pt Days,NC-SJO,2012-12-31,0,4.80400
C-diff per 10K Pt Days,NC-SJO,2013-03-31,0,5.57800
C-diff per 10K Pt Days,NC-SJO,2013-06-30,0,5.38300
C-diff per 10K Pt Days,NC-SJO,2013-09-30,0,4.97100
C-diff per 10K Pt Days,NC-SJO,2013-12-31,0,5.34700
C-diff per 10K Pt Days,NC-SJO,2014-03-31,0,6.86600
C-diff per 10K Pt Days,NC-SJO,2014-06-30,0,8.28000
C-diff per 10K Pt Days,NC-SJO,2014-09-30,0,9.87000
C-diff per 10K Pt Days,NC-SJO,2014-12-31,0,9.18000
C-diff per 10K Pt Days,NC-SJO,2015-03-31,0,6.88000
C-diff per 10K Pt Days,NC-SJO,2015-06-30,0,6.95000
C-diff per 10K Pt Days,NC-SJO,2015-09-30,0,6.25000
C-diff per 10K Pt Days,NC-SJO,2015-12-31,0,7.22000
C-diff per 10K Pt Days,NC-SJO,2016-03-31,0,8.30000
C-diff per 10K Pt Days,NC-SJO,2016-06-30,0,7.74000
C-diff per 10K Pt Days,NC-SJO,2016-09-30,0,7.31000
C-diff per 10K Pt Days,NC-SLN,2011-06-30,0,5.35500
C-diff per 10K Pt Days,NC-SLN,2011-09-30,0,4.61500
C-diff per 10K Pt Days,NC-SLN,2011-12-31,0,4.63700
C-diff per 10K Pt Days,NC-SLN,2012-03-31,0,4.67000
C-diff per 10K Pt Days,NC-SLN,2012-06-30,0,4.99300
C-diff per 10K Pt Days,NC-SLN,2012-09-30,0,5.28100
C-diff per 10K Pt Days,NC-SLN,2012-12-31,0,7.18400
C-diff per 10K Pt Days,NC-SLN,2013-03-31,0,8.74400
C-diff per 10K Pt Days,NC-SLN,2013-06-30,0,9.04500
C-diff per 10K Pt Days,NC-SLN,2013-09-30,0,7.74100
C-diff per 10K Pt Days,NC-SLN,2013-12-31,0,7.73200
C-diff per 10K Pt Days,NC-SLN,2014-03-31,0,7.64500
C-diff per 10K Pt Days,NC-SLN,2014-06-30,1,3.98000
C-diff per 10K Pt Days,NC-SLN,2014-09-30,0,9.00000
C-diff per 10K Pt Days,NC-SLN,2014-12-31,0,12.53000
C-diff per 10K Pt Days,NC-SLN,2015-03-31,0,13.86000
C-diff per 10K Pt Days,NC-SLN,2015-06-30,0,12.29000
C-diff per 10K Pt Days,NC-SLN,2015-09-30,0,11.60000
C-diff per 10K Pt Days,NC-SLN,2015-12-31,0,8.33000
C-diff per 10K Pt Days,NC-SLN,2016-03-31,0,3.99000
C-diff per 10K Pt Days,NC-SLN,2016-06-30,0,3.72000
C-diff per 10K Pt Days,NC-SLN,2016-09-30,0,2.37000
C-diff per 10K Pt Days,NC-SRF,2011-06-30,0,8.34600
C-diff per 10K Pt Days,NC-SRF,2011-09-30,0,7.91000
C-diff per 10K Pt Days,NC-SRF,2011-12-31,0,7.89500
C-diff per 10K Pt Days,NC-SRF,2012-03-31,0,6.13600
C-diff per 10K Pt Days,NC-SRF,2012-06-30,0,3.93900
C-diff per 10K Pt Days,NC-SRF,2012-09-30,0,4.05200
C-diff per 10K Pt Days,NC-SRF,2012-12-31,0,3.17000
C-diff per 10K Pt Days,NC-SRF,2013-03-31,0,5.30400
C-diff per 10K Pt Days,NC-SRF,2013-06-30,0,6.91000
C-diff per 10K Pt Days,NC-SRF,2013-09-30,0,8.01300
C-diff per 10K Pt Days,NC-SRF,2013-12-31,0,9.07400
C-diff per 10K Pt Days,NC-SRF,2014-03-31,0,7.21100
C-diff per 10K Pt Days,NC-SRF,2014-06-30,0,7.91000
C-diff per 10K Pt Days,NC-SRF,2014-09-30,0,8.02000
C-diff per 10K Pt Days,NC-SRF,2014-12-31,0,7.20000
C-diff per 10K Pt Days,NC-SRF,2015-03-31,0,7.79000
C-diff per 10K Pt Days,NC-SRF,2015-06-30,0,7.28000
C-diff per 10K Pt Days,NC-SRF,2015-09-30,0,6.02000
C-diff per 10K Pt Days,NC-SRF,2015-12-31,0,5.49000
C-diff per 10K Pt Days,NC-SRF,2016-03-31,0,7.50000
C-diff per 10K Pt Days,NC-SRF,2016-06-30,0,6.18000
C-diff per 10K Pt Days,NC-SRF,2016-09-30,0,6.85000
C-diff per 10K Pt Days,NC-SRO,2011-06-30,0,3.35800
C-diff per 10K Pt Days,NC-SRO,2011-09-30,0,4.19200
C-diff per 10K Pt Days,NC-SRO,2011-12-31,0,6.05700
C-diff per 10K Pt Days,NC-SRO,2012-03-31,0,7.73900
C-diff per 10K Pt Days,NC-SRO,2012-06-30,0,7.16200
C-diff per 10K Pt Days,NC-SRO,2012-09-30,0,6.07500
C-diff per 10K Pt Days,NC-SRO,2012-12-31,0,3.94700
C-diff per 10K Pt Days,NC-SRO,2013-03-31,0,3.77600
C-diff per 10K Pt Days,NC-SRO,2013-06-30,0,3.57200
C-diff per 10K Pt Days,NC-SRO,2013-09-30,0,3.24700
C-diff per 10K Pt Days,NC-SRO,2013-12-31,0,3.61000
C-diff per 10K Pt Days,NC-SRO,2014-03-31,0,3.88600
C-diff per 10K Pt Days,NC-SRO,2014-06-30,0,4.66000
C-diff per 10K Pt Days,NC-SRO,2014-09-30,0,5.48000
C-diff per 10K Pt Days,NC-SRO,2014-12-31,0,5.86000
C-diff per 10K Pt Days,NC-SRO,2015-03-31,0,7.78000
C-diff per 10K Pt Days,NC-SRO,2015-06-30,0,11.09000
C-diff per 10K Pt Days,NC-SRO,2015-09-30,0,13.21000
C-diff per 10K Pt Days,NC-SRO,2015-12-31,0,14.98000
C-diff per 10K Pt Days,NC-SRO,2016-03-31,0,13.05000
C-diff per 10K Pt Days,NC-SRO,2016-06-30,0,13.23000
C-diff per 10K Pt Days,NC-SRO,2016-09-30,0,12.98000
C-diff per 10K Pt Days,NC-SSC,2011-06-30,0,5.82300
C-diff per 10K Pt Days,NC-SSC,2011-09-30,1,4.94400
C-diff per 10K Pt Days,NC-SSC,2011-12-31,0,4.33500
C-diff per 10K Pt Days,NC-SSC,2012-03-31,0,5.05400
C-diff per 10K Pt Days,NC-SSC,2012-06-30,0,6.05400
C-diff per 10K Pt Days,NC-SSC,2012-09-30,0,5.81800
C-diff per 10K Pt Days,NC-SSC,2012-12-31,0,6.04900
C-diff per 10K Pt Days,NC-SSC,2013-03-31,0,4.59200
C-diff per 10K Pt Days,NC-SSC,2013-06-30,0,4.10900
C-diff per 10K Pt Days,NC-SSC,2013-09-30,0,4.92690
C-diff per 10K Pt Days,NC-SSC,2013-12-31,0,5.27400
C-diff per 10K Pt Days,NC-SSC,2014-03-31,0,5.66000
C-diff per 10K Pt Days,NC-SSC,2014-06-30,0,5.35000
C-diff per 10K Pt Days,NC-SSC,2014-09-30,0,5.26000
C-diff per 10K Pt Days,NC-SSC,2014-12-31,0,5.42000
C-diff per 10K Pt Days,NC-SSC,2015-03-31,0,5.93000
C-diff per 10K Pt Days,NC-SSC,2015-06-30,0,7.72000
C-diff per 10K Pt Days,NC-SSC,2015-09-30,0,9.51000
C-diff per 10K Pt Days,NC-SSC,2015-12-31,0,9.57000
C-diff per 10K Pt Days,NC-SSC,2016-03-31,0,10.44000
C-diff per 10K Pt Days,NC-SSC,2016-06-30,0,8.01000
C-diff per 10K Pt Days,NC-SSC,2016-09-30,0,5.44000
C-diff per 10K Pt Days,NC-SSF,2011-06-30,0,10.75200
C-diff per 10K Pt Days,NC-SSF,2011-09-30,0,8.51900
C-diff per 10K Pt Days,NC-SSF,2011-12-31,0,6.27000
C-diff per 10K Pt Days,NC-SSF,2012-03-31,0,5.22100
C-diff per 10K Pt Days,NC-SSF,2012-06-30,0,3.80100
C-diff per 10K Pt Days,NC-SSF,2012-09-30,0,4.20400
C-diff per 10K Pt Days,NC-SSF,2012-12-31,0,3.77700
C-diff per 10K Pt Days,NC-SSF,2013-03-31,0,3.69700
C-diff per 10K Pt Days,NC-SSF,2013-06-30,0,3.92300
C-diff per 10K Pt Days,NC-SSF,2013-09-30,0,5.51300
C-diff per 10K Pt Days,NC-SSF,2013-12-31,0,5.65290
C-diff per 10K Pt Days,NC-SSF,2014-03-31,0,7.52600
C-diff per 10K Pt Days,NC-SSF,2014-06-30,0,8.42000
C-diff per 10K Pt Days,NC-SSF,2014-09-30,0,6.41000
C-diff per 10K Pt Days,NC-SSF,2014-12-31,0,7.15000
C-diff per 10K Pt Days,NC-SSF,2015-03-31,0,6.10000
C-diff per 10K Pt Days,NC-SSF,2015-06-30,0,10.01000
C-diff per 10K Pt Days,NC-SSF,2015-09-30,0,13.04000
C-diff per 10K Pt Days,NC-SSF,2015-12-31,0,14.65000
C-diff per 10K Pt Days,NC-SSF,2016-03-31,0,16.34000
C-diff per 10K Pt Days,NC-SSF,2016-06-30,0,11.36000
C-diff per 10K Pt Days,NC-SSF,2016-09-30,0,7.56000
C-diff per 10K Pt Days,NC-VAC,2011-06-30,0,6.65200
C-diff per 10K Pt Days,NC-VAC,2011-09-30,0,7.66900
C-diff per 10K Pt Days,NC-VAC,2011-12-31,0,12.36600
C-diff per 10K Pt Days,NC-VAC,2012-03-31,0,13.29900
C-diff per 10K Pt Days,NC-VAC,2012-06-30,0,12.40800
C-diff per 10K Pt Days,NC-VAC,2012-09-30,0,11.75700
C-diff per 10K Pt Days,NC-VAC,2012-12-31,0,7.34900
C-diff per 10K Pt Days,NC-VAC,2013-03-31,0,5.97800
C-diff per 10K Pt Days,NC-VAC,2013-06-30,0,4.97600
C-diff per 10K Pt Days,NC-VAC,2013-09-30,0,6.57600
C-diff per 10K Pt Days,NC-VAC,2013-12-31,0,8.97800
C-diff per 10K Pt Days,NC-VAC,2014-03-31,0,8.49800
C-diff per 10K Pt Days,NC-VAC,2014-06-30,0,10.94000
C-diff per 10K Pt Days,NC-VAC,2014-09-30,0,11.03000
C-diff per 10K Pt Days,NC-VAC,2014-12-31,0,15.52000
C-diff per 10K Pt Days,NC-VAC,2015-03-31,0,17.62000
C-diff per 10K Pt Days,NC-VAC,2015-06-30,0,14.65000
C-diff per 10K Pt Days,NC-VAC,2015-09-30,0,14.06000
C-diff per 10K Pt Days,NC-VAC,2015-12-31,0,8.18000
C-diff per 10K Pt Days,NC-VAC,2016-03-31,0,5.55000
C-diff per 10K Pt Days,NC-VAC,2016-06-30,0,5.38000
C-diff per 10K Pt Days,NC-VAC,2016-09-30,0,3.97000
C-diff per 10K Pt Days,NC-VAL,2011-06-30,0,5.76200
C-diff per 10K Pt Days,NC-VAL,2011-09-30,0,6.34600
C-diff per 10K Pt Days,NC-VAL,2011-12-31,0,6.89800
C-diff per 10K Pt Days,NC-VAL,2012-03-31,0,6.34800
C-diff per 10K Pt Days,NC-VAL,2012-06-30,0,8.36700
C-diff per 10K Pt Days,NC-VAL,2012-09-30,0,9.47900
C-diff per 10K Pt Days,NC-VAL,2012-12-31,0,8.91400
C-diff per 10K Pt Days,NC-VAL,2013-03-31,0,10.37300
C-diff per 10K Pt Days,NC-VAL,2013-06-30,0,10.19400
C-diff per 10K Pt Days,NC-VAL,2013-09-30,0,9.80700
C-diff per 10K Pt Days,NC-VAL,2013-12-31,0,11.38700
C-diff per 10K Pt Days,NC-VAL,2014-03-31,0,13.05700
C-diff per 10K Pt Days,NC-VAL,2014-06-30,0,11.77000
C-diff per 10K Pt Days,NC-VAL,2014-09-30,0,13.11000
C-diff per 10K Pt Days,NC-VAL,2014-12-31,0,12.61000
C-diff per 10K Pt Days,NC-VAL,2015-03-31,0,10.71000
C-diff per 10K Pt Days,NC-VAL,2015-06-30,0,10.74000
C-diff per 10K Pt Days,NC-VAL,2015-09-30,0,9.37000
C-diff per 10K Pt Days,NC-VAL,2015-12-31,0,7.61000
C-diff per 10K Pt Days,NC-VAL,2016-03-31,0,6.44000
C-diff per 10K Pt Days,NC-VAL,2016-06-30,0,4.65000
C-diff per 10K Pt Days,NC-VAL,2016-09-30,0,5.18000
C-diff per 10K Pt Days,NC-WCR,2011-06-30,0,8.47100
C-diff per 10K Pt Days,NC-WCR,2011-09-30,0,8.17900
C-diff per 10K Pt Days,NC-WCR,2011-12-31,0,7.58400
C-diff per 10K Pt Days,NC-WCR,2012-03-31,0,8.27300
C-diff per 10K Pt Days,NC-WCR,2012-06-30,0,8.81200
C-diff per 10K Pt Days,NC-WCR,2012-09-30,0,7.17100
C-diff per 10K Pt Days,NC-WCR,2012-12-31,0,6.97800
C-diff per 10K Pt Days,NC-WCR,2013-03-31,0,6.04400
C-diff per 10K Pt Days,NC-WCR,2013-06-30,0,5.71200
C-diff per 10K Pt Days,NC-WCR,2013-09-30,0,7.39800
C-diff per 10K Pt Days,NC-WCR,2013-12-31,0,7.23400
C-diff per 10K Pt Days,NC-WCR,2014-03-31,0,8.52800
C-diff per 10K Pt Days,NC-WCR,2014-06-30,0,9.28000
C-diff per 10K Pt Days,NC-WCR,2014-09-30,0,9.14000
C-diff per 10K Pt Days,NC-WCR,2014-12-31,0,8.97000
C-diff per 10K Pt Days,NC-WCR,2015-03-31,0,8.68000
C-diff per 10K Pt Days,NC-WCR,2015-06-30,0,9.42000
C-diff per 10K Pt Days,NC-WCR,2015-09-30,0,10.52000
C-diff per 10K Pt Days,NC-WCR,2015-12-31,0,12.92000
C-diff per 10K Pt Days,NC-WCR,2016-03-31,0,13.52000
C-diff per 10K Pt Days,NC-WCR,2016-06-30,0,13.12000
C-diff per 10K Pt Days,NC-WCR,2016-09-30,0,10.74000
C-diff per 10K Pt Days,NW-Rgn,2011-06-30,0,6.49100
C-diff per 10K Pt Days,NW-Rgn,2011-09-30,0,7.27400
C-diff per 10K Pt Days,NW-Rgn,2011-12-31,0,7.66200
C-diff per 10K Pt Days,NW-Rgn,2012-03-31,0,7.80000
C-diff per 10K Pt Days,NW-Rgn,2012-06-30,0,7.38300
C-diff per 10K Pt Days,NW-Rgn,2012-09-30,0,6.99000
C-diff per 10K Pt Days,NW-Rgn,2012-12-31,0,6.62500
C-diff per 10K Pt Days,NW-Rgn,2013-03-31,0,6.37400
C-diff per 10K Pt Days,NW-Rgn,2013-06-30,0,6.33200
C-diff per 10K Pt Days,NW-Rgn,2013-09-30,0,4.81300
C-diff per 10K Pt Days,NW-Rgn,2013-12-31,0,5.66000
C-diff per 10K Pt Days,NW-Rgn,2014-03-31,0,6.12400
C-diff per 10K Pt Days,NW-Rgn,2014-06-30,0,6.98000
C-diff per 10K Pt Days,NW-Rgn,2014-09-30,0,8.03000
C-diff per 10K Pt Days,NW-Rgn,2014-12-31,0,8.33000
C-diff per 10K Pt Days,NW-Rgn,2015-03-31,0,8.68000
C-diff per 10K Pt Days,NW-Rgn,2015-06-30,0,9.38000
C-diff per 10K Pt Days,NW-Rgn,2015-09-30,0,10.89000
C-diff per 10K Pt Days,NW-Rgn,2015-12-31,0,11.21000
C-diff per 10K Pt Days,NW-Rgn,2016-03-31,0,10.37000
C-diff per 10K Pt Days,NW-Rgn,2016-06-30,0,9.65000
C-diff per 10K Pt Days,NW-Rgn,2016-09-30,0,8.20000
C-diff per 10K Pt Days,NW-SMC,2011-06-30,0,6.49100
C-diff per 10K Pt Days,NW-SMC,2011-09-30,0,7.27400
C-diff per 10K Pt Days,NW-SMC,2011-12-31,0,7.66200
C-diff per 10K Pt Days,NW-SMC,2012-03-31,0,7.80000
C-diff per 10K Pt Days,NW-SMC,2012-06-30,0,7.38300
C-diff per 10K Pt Days,NW-SMC,2012-09-30,0,6.99000
C-diff per 10K Pt Days,NW-SMC,2012-12-31,0,6.62500
C-diff per 10K Pt Days,NW-SMC,2013-03-31,0,6.37400
C-diff per 10K Pt Days,NW-SMC,2013-06-30,0,6.33200
C-diff per 10K Pt Days,NW-SMC,2013-09-30,0,5.01190
C-diff per 10K Pt Days,NW-SMC,2013-12-31,0,5.66090
C-diff per 10K Pt Days,NW-SMC,2014-03-31,0,5.63900
C-diff per 10K Pt Days,NW-SMC,2014-06-30,0,7.18000
C-diff per 10K Pt Days,NW-SMC,2014-09-30,0,8.28000
C-diff per 10K Pt Days,NW-SMC,2014-12-31,0,8.51000
C-diff per 10K Pt Days,NW-SMC,2015-03-31,0,8.42000
C-diff per 10K Pt Days,NW-SMC,2015-06-30,0,8.72000
C-diff per 10K Pt Days,NW-SMC,2015-09-30,0,10.38000
C-diff per 10K Pt Days,NW-SMC,2015-12-31,0,10.50000
C-diff per 10K Pt Days,NW-SMC,2016-03-31,0,10.97000
C-diff per 10K Pt Days,NW-SMC,2016-06-30,0,10.41000
C-diff per 10K Pt Days,NW-SMC,2016-09-30,0,9.08000
C-diff per 10K Pt Days,NW-WMC,2014-03-31,0,8.25300
C-diff per 10K Pt Days,NW-WMC,2014-06-30,0,6.34000
C-diff per 10K Pt Days,NW-WMC,2014-09-30,0,7.34000
C-diff per 10K Pt Days,NW-WMC,2014-12-31,0,7.85000
C-diff per 10K Pt Days,NW-WMC,2015-03-31,0,9.39000
C-diff per 10K Pt Days,NW-WMC,2015-06-30,0,11.10000
C-diff per 10K Pt Days,NW-WMC,2015-09-30,0,12.24000
C-diff per 10K Pt Days,NW-WMC,2015-12-31,0,13.03000
C-diff per 10K Pt Days,NW-WMC,2016-03-31,0,8.89000
C-diff per 10K Pt Days,NW-WMC,2016-06-30,0,7.76000
C-diff per 10K Pt Days,NW-WMC,2016-09-30,0,5.96000
C-diff per 10K Pt Days,SC-BPM,2011-06-30,0,3.78300
C-diff per 10K Pt Days,SC-BPM,2011-09-30,0,4.33900
C-diff per 10K Pt Days,SC-BPM,2011-12-31,0,6.30700
C-diff per 10K Pt Days,SC-BPM,2012-03-31,0,7.42200
C-diff per 10K Pt Days,SC-BPM,2012-06-30,0,7.08100
C-diff per 10K Pt Days,SC-BPM,2012-09-30,0,7.33400
C-diff per 10K Pt Days,SC-BPM,2012-12-31,0,6.48800
C-diff per 10K Pt Days,SC-BPM,2013-03-31,0,6.05400
C-diff per 10K Pt Days,SC-BPM,2013-06-30,0,6.07900
C-diff per 10K Pt Days,SC-BPM,2013-09-30,0,7.01500
C-diff per 10K Pt Days,SC-BPM,2013-12-31,0,7.48000
C-diff per 10K Pt Days,SC-BPM,2014-03-31,0,9.17800
C-diff per 10K Pt Days,SC-BPM,2014-06-30,0,9.28000
C-diff per 10K Pt Days,SC-BPM,2014-09-30,0,10.69000
C-diff per 10K Pt Days,SC-BPM,2014-12-31,0,11.83000
C-diff per 10K Pt Days,SC-BPM,2015-03-31,0,12.08000
C-diff per 10K Pt Days,SC-BPM,2015-06-30,0,11.35000
C-diff per 10K Pt Days,SC-BPM,2015-09-30,0,9.36000
C-diff per 10K Pt Days,SC-BPM,2015-12-31,0,9.45000
C-diff per 10K Pt Days,SC-BPM,2016-03-31,0,7.97000
C-diff per 10K Pt Days,SC-BPM,2016-06-30,0,9.27000
C-diff per 10K Pt Days,SC-BPM,2016-09-30,0,9.16000
C-diff per 10K Pt Days,SC-DNY,2011-06-30,0,5.42700
C-diff per 10K Pt Days,SC-DNY,2011-09-30,0,5.61500
C-diff per 10K Pt Days,SC-DNY,2011-12-31,0,5.51500
C-diff per 10K Pt Days,SC-DNY,2012-03-31,0,5.74300
C-diff per 10K Pt Days,SC-DNY,2012-06-30,0,5.83100
C-diff per 10K Pt Days,SC-DNY,2012-09-30,0,6.36300
C-diff per 10K Pt Days,SC-DNY,2012-12-31,0,5.79700
C-diff per 10K Pt Days,SC-DNY,2013-03-31,0,5.25300
C-diff per 10K Pt Days,SC-DNY,2013-06-30,0,5.98700
C-diff per 10K Pt Days,SC-DNY,2013-09-30,0,6.49600
C-diff per 10K Pt Days,SC-DNY,2013-12-31,0,7.42300
C-diff per 10K Pt Days,SC-DNY,2014-03-31,0,9.31900
C-diff per 10K Pt Days,SC-DNY,2014-06-30,0,9.62000
C-diff per 10K Pt Days,SC-DNY,2014-09-30,0,10.17000
C-diff per 10K Pt Days,SC-DNY,2014-12-31,0,12.05000
C-diff per 10K Pt Days,SC-DNY,2015-03-31,0,12.61000
C-diff per 10K Pt Days,SC-DNY,2015-06-30,0,11.49000
C-diff per 10K Pt Days,SC-DNY,2015-09-30,0,11.33000
C-diff per 10K Pt Days,SC-DNY,2015-12-31,0,8.93000
C-diff per 10K Pt Days,SC-DNY,2016-03-31,0,7.55000
C-diff per 10K Pt Days,SC-DNY,2016-06-30,0,7.79000
C-diff per 10K Pt Days,SC-DNY,2016-09-30,0,7.10000
C-diff per 10K Pt Days,SC-FON,2011-06-30,0,4.34900
C-diff per 10K Pt Days,SC-FON,2011-09-30,0,4.65800
C-diff per 10K Pt Days,SC-FON,2011-12-31,0,3.73500
C-diff per 10K Pt Days,SC-FON,2012-03-31,0,4.35100
C-diff per 10K Pt Days,SC-FON,2012-06-30,0,3.53900
C-diff per 10K Pt Days,SC-FON,2012-09-30,0,4.02000
C-diff per 10K Pt Days,SC-FON,2012-12-31,0,4.66400
C-diff per 10K Pt Days,SC-FON,2013-03-31,0,4.16800
C-diff per 10K Pt Days,SC-FON,2013-06-30,1,4.43100
C-diff per 10K Pt Days,SC-FON,2013-09-30,0,4.14200
C-diff per 10K Pt Days,SC-FON,2013-12-31,0,4.40900
C-diff per 10K Pt Days,SC-FON,2014-03-31,0,5.17800
C-diff per 10K Pt Days,SC-FON,2014-06-30,0,6.17000
C-diff per 10K Pt Days,SC-FON,2014-09-30,0,7.05000
C-diff per 10K Pt Days,SC-FON,2014-12-31,0,7.31000
C-diff per 10K Pt Days,SC-FON,2015-03-31,0,9.07000
C-diff per 10K Pt Days,SC-FON,2015-06-30,0,9.72000
C-diff per 10K Pt Days,SC-FON,2015-09-30,0,9.79000
C-diff per 10K Pt Days,SC-FON,2015-12-31,0,9.29000
C-diff per 10K Pt Days,SC-FON,2016-03-31,0,7.83000
C-diff per 10K Pt Days,SC-FON,2016-06-30,0,7.40000
C-diff per 10K Pt Days,SC-FON,2016-09-30,0,6.27000
C-diff per 10K Pt Days,SC-LA,2011-06-30,0,7.30400
C-diff per 10K Pt Days,SC-LA,2011-09-30,0,7.28900
C-diff per 10K Pt Days,SC-LA,2011-12-31,0,7.60800
C-diff per 10K Pt Days,SC-LA,2012-03-31,0,7.23800
C-diff per 10K Pt Days,SC-LA,2012-06-30,0,7.78000
C-diff per 10K Pt Days,SC-LA,2012-09-30,0,7.62400
C-diff per 10K Pt Days,SC-LA,2012-12-31,0,7.48700
C-diff per 10K Pt Days,SC-LA,2013-03-31,0,7.53700
C-diff per 10K Pt Days,SC-LA,2013-06-30,0,7.31200
C-diff per 10K Pt Days,SC-LA,2013-09-30,0,7.97900
C-diff per 10K Pt Days,SC-LA,2013-12-31,0,8.01400
C-diff per 10K Pt Days,SC-LA,2014-03-31,0,7.33300
C-diff per 10K Pt Days,SC-LA,2014-06-30,0,7.03000
C-diff per 10K Pt Days,SC-LA,2014-09-30,0,6.38000
C-diff per 10K Pt Days,SC-LA,2014-12-31,0,6.97000
C-diff per 10K Pt Days,SC-LA,2015-03-31,0,8.92000
C-diff per 10K Pt Days,SC-LA,2015-06-30,0,9.57000
C-diff per 10K Pt Days,SC-LA,2015-09-30,0,10.41000
C-diff per 10K Pt Days,SC-LA,2015-12-31,0,11.00000
C-diff per 10K Pt Days,SC-LA,2016-03-31,0,10.18000
C-diff per 10K Pt Days,SC-LA,2016-06-30,0,9.76000
C-diff per 10K Pt Days,SC-LA,2016-09-30,0,9.22000
C-diff per 10K Pt Days,SC-MVH,2011-06-30,0,6.71100
C-diff per 10K Pt Days,SC-MVH,2011-09-30,0,8.26500
C-diff per 10K Pt Days,SC-MVH,2011-12-31,0,10.13200
C-diff per 10K Pt Days,SC-MVH,2012-03-31,0,8.26300
C-diff per 10K Pt Days,SC-MVH,2012-06-30,0,5.34700
C-diff per 10K Pt Days,SC-MVH,2012-09-30,0,5.36000
C-diff per 10K Pt Days,SC-MVH,2012-12-31,0,4.45300
C-diff per 10K Pt Days,SC-MVH,2013-03-31,0,4.24400
C-diff per 10K Pt Days,SC-MVH,2013-06-30,0,5.53000
C-diff per 10K Pt Days,SC-MVH,2013-09-30,0,5.39000
C-diff per 10K Pt Days,SC-MVH,2013-12-31,0,8.72500
C-diff per 10K Pt Days,SC-MVH,2014-03-31,0,10.86200
C-diff per 10K Pt Days,SC-MVH,2014-06-30,0,10.43000
C-diff per 10K Pt Days,SC-MVH,2014-09-30,0,13.28000
C-diff per 10K Pt Days,SC-MVH,2014-12-31,0,13.80000
C-diff per 10K Pt Days,SC-MVH,2015-03-31,0,12.40000
C-diff per 10K Pt Days,SC-MVH,2015-06-30,0,13.03000
C-diff per 10K Pt Days,SC-MVH,2015-09-30,0,11.81000
C-diff per 10K Pt Days,SC-MVH,2015-12-31,0,9.99000
C-diff per 10K Pt Days,SC-MVH,2016-03-31,0,11.08000
C-diff per 10K Pt Days,SC-MVH,2016-06-30,0,9.04000
C-diff per 10K Pt Days,SC-MVH,2016-09-30,0,6.57000
C-diff per 10K Pt Days,SC-OCA,2011-06-30,0,7.78500
C-diff per 10K Pt Days,SC-OCA,2011-09-30,0,9.15900
C-diff per 10K Pt Days,SC-OCA,2011-12-31,0,8.10800
C-diff per 10K Pt Days,SC-OCA,2012-03-31,0,7.20500
C-diff per 10K Pt Days,SC-OCA,2012-06-30,0,6.37600
C-diff per 10K Pt Days,SC-OCA,2012-09-30,0,5.65500
C-diff per 10K Pt Days,SC-OCA,2012-12-31,0,6.25800
C-diff per 10K Pt Days,SC-OCA,2013-03-31,0,6.66400
C-diff per 10K Pt Days,SC-OCA,2013-06-30,0,7.24700
C-diff per 10K Pt Days,SC-OCA,2013-09-30,1,7.75800
C-diff per 10K Pt Days,SC-OCA,2013-12-31,0,9.83900
C-diff per 10K Pt Days,SC-OCA,2014-03-31,0,9.55700
C-diff per 10K Pt Days,SC-OCA,2014-06-30,0,9.01000
C-diff per 10K Pt Days,SC-OCA,2014-09-30,0,8.38000
C-diff per 10K Pt Days,SC-OCA,2014-12-31,0,7.47000
C-diff per 10K Pt Days,SC-OCA,2015-03-31,0,7.26000
C-diff per 10K Pt Days,SC-OCA,2015-06-30,0,7.98000
C-diff per 10K Pt Days,SC-OCA,2015-09-30,0,8.83000
C-diff per 10K Pt Days,SC-OCA,2015-12-31,0,8.20000
C-diff per 10K Pt Days,SC-OCA,2016-03-31,0,7.75000
C-diff per 10K Pt Days,SC-OCA,2016-06-30,0,6.85000
C-diff per 10K Pt Days,SC-OCA,2016-09-30,0,6.90000
C-diff per 10K Pt Days,SC-OCI,2011-06-30,0,7.51100
C-diff per 10K Pt Days,SC-OCI,2011-09-30,0,7.28500
C-diff per 10K Pt Days,SC-OCI,2011-12-31,0,8.29100
C-diff per 10K Pt Days,SC-OCI,2012-03-31,0,8.48300
C-diff per 10K Pt Days,SC-OCI,2012-06-30,0,10.11300
C-diff per 10K Pt Days,SC-OCI,2012-09-30,0,8.52300
C-diff per 10K Pt Days,SC-OCI,2012-12-31,0,7.00200
C-diff per 10K Pt Days,SC-OCI,2013-03-31,0,7.01500
C-diff per 10K Pt Days,SC-OCI,2013-06-30,0,6.28700
C-diff per 10K Pt Days,SC-OCI,2013-09-30,0,6.20700
C-diff per 10K Pt Days,SC-OCI,2013-12-31,0,7.29600
C-diff per 10K Pt Days,SC-OCI,2014-03-31,0,7.77900
C-diff per 10K Pt Days,SC-OCI,2014-06-30,0,7.24000
C-diff per 10K Pt Days,SC-OCI,2014-09-30,0,7.23000
C-diff per 10K Pt Days,SC-OCI,2014-12-31,0,8.90000
C-diff per 10K Pt Days,SC-OCI,2015-03-31,0,9.76000
C-diff per 10K Pt Days,SC-OCI,2015-06-30,0,9.89000
